기업명,상세명,기업형태,지역,업종,자본금,매출액,대표자,설립일
신성플랜트,㈜신성플랜트,중소기업,경기도 안산시,기계·기계설비,,,,
관세법인커스앤,관세법인커스앤인천공항지사,중소기업,인천 중구,무역·상사,,,,
장안,장안대학교,비영리법인,경기 화성시,기타 교육지원 서비스업,385억 5천만원(2016.02.29),414억 2천만원(2016.02.29),류종규,2001.07.01(25년차)
장안,㈜장안리케이온,중소기업,경기 수원시,그 외 기타 스포츠시설 운영업,"5,000만원(2020.12.31)",30억 6천만원(2020.12.31),이재환,2014.05.21(12년차)
장안,주식회사 디쉐어(에이닷수원장안지점),중소기업,경기 수원시,학원·어학원·교육원,-,500억원,정재민,2011.01.06(15년차)
장안,㈜장안,중소기업,경기 광명시,건설·시공·토목·조경,-,400억 이상,설구호,2005(21년차)
장안,㈜장안,중소기업,경기 수원시,기타 비주거용 건물 건설업,15억원(2018.12.31),111억 7천만원(2018.12.31),홍정욱,1981.06.25(45년차)
장안,장안실업,중소기업,서울 강서구,택시 운송업,"9억 6,000만원(2019.12.31)",40억 6천만원(2019.12.31),정부길/정승윤,1962.03.24(64년차)
장안,㈜h&de장안휴게소,중소기업,부산 기장군,음식료·외식·프랜차이즈,35억원,-,이창봉,1986.10.15(40년차)
장안,장안주류판매㈜,중소기업,경기 수원시,주류 도매업,1억원(2023.12.31),112억 5백만원(2023.12.31),유상원/이재성,1990.05.10(36년차)
장안,㈜장안유업,중소기업,충북 음성군,식품가공,7억원,160억 5천만,박경진,1999.10.27(27년차)
장안,㈜장안어패럴,중소기업,경기 광명시,셔츠 및 블라우스 제조업,"3억 4,507만원(2024.12.31)",136억 2천만원(2024.12.31),신규원,2004.07.01(22년차)
네오엠에스,네오엠에스,중소기업,충북 음성군,전기식 진단 및 요법 기기 제조업,9억원(2024.12.31),74억 7천만원(2024.12.31),김병찬,2008.08.01(18년차)
오푸로구조기술사사무소,오푸로구조기술사사무소,중소기업,서울 광진구,건축·설비·환경,"5,000만원",15억3천만,강우영,2012(14년차)
우림토건,㈜우림토건,중소기업,강원 강릉시,토목시설물 건설업,21억원(2024.12.31),194억 8천만원(2024.12.31),심현석/한상준,1994.09.29(32년차)
우림토건,(주)우림토건,중소기업,대전 유성구,콘크리트 및 철근 공사업,7억원(2024.12.31),"3억 6,318만원(2024.12.31)",이용순,2006.02.15(20년차)
우림토건,㈜우림토건,중소기업,경남 양산시,건설·시공·토목·조경,,,,
우림토건,㈜우림토건,중소기업,인천 계양구,건설·시공·토목·조경,,,,
우림토건,주식회사우림토건,중소기업,경남 김해시,콘크리트 및 철근 공사업,,,,
티에스시스템,㈜티에스시스템,중소기업,대전 서구,콜센터·아웃소싱·기타,,,,
티에스시스템,티에스시스템,중소기업,경기 수원시,경영 컨설팅업,,,,
티에스시스템,티스시스템㈜,중소기업,서울 성북구,생활용품·소비재·기타,,,,
티에스시스템,㈜티에스시스템,중소기업,경기 부천시,"지붕, 내.외벽 축조 관련 전문 공사업",,,,
티에스시스템,티에스시스템즈㈜,중소기업,서울 영등포구,응용 소프트웨어 개발 및 공급업,,,,
티에스시스템,㈜인천티에스시스템,중소기업,인천 부평구,기계·기계설비,,,,
무진,무진전자,중견기업,서울 영등포구,전기용 기계.장비 및 관련 기자재 도매업,,,,
무진,㈜무진,중소기업,서울 서대문구,음식료·외식·프랜차이즈,,,,
무진,㈜무진,중소기업,충남 천안시,김치류 제조업,,,,
무진,무진기획,중소기업,서울 서초구,"광고물 문안, 도안, 설계 등 작성업",,,,
무진,㈜무진,중소기업,경기 화성시,기계·기계설비,,,,
무진,㈜무진오토,중소기업,충청남도 천안시,운송장비용 조명장치 제조업,,,,
무진,(유)무진기업,중소기업,대전 유성구,건축물 일반 청소업,,,,
무진,㈜무진무역,중소기업,경기 남양주시,방직용 섬유 및 실 도매업,,,,
무진,㈜무진상사,중소기업,경기 김포시,산업용 그 외 비경화 고무제품 제조업,,,,
삼원폴리텍,삼원폴리텍㈜,중소기업,충남 천안시,반도체 제조용 기계 제조업,,,,
동양부직포,㈜동양부직포,중소기업,경기 남양주시,직물 도매업,,,,
에스와이종합건설,㈜에스지종합건설,중소기업,경기 김포시,비계 및 형틀 공사업,,,,
에스와이종합건설,에스와이종합건설㈜,중소기업,경기 파주시,토목시설물 건설업,,,,
에스와이종합건설,㈜이에스종합건설,중소기업,서울 강서구,단독 주택 건설업,,,,
에스와이종합건설,이에스종합건설㈜,중소기업,경기 김포시,제조업 및 유사 산업용 건물 건설업,,,,
대보이엔텍,㈜대보이엔텍,중소기업,경기 안양시,환경 관련 엔지니어링 서비스업,"5,000만원(2024.12.31)",50억 9천만원(2024.12.31),김규현,2009.08.01(17년차)
예성컴퍼니,㈜예성컴퍼니,중소기업,경기 수원시,전기·전자·제어,-,-,윤진우,2020.07.15(6년차)
금강산업엔진,㈜금강산업엔진,중소기업,전북 전주시,백화점·유통·도소매,5억원,20억,고창수,1999.04.07(27년차)
티에이치이,㈜티에이치이,중견기업,경기 용인시,사료 도매업,"2억 9,100만원(2024.12.31)","1,203억 2천만원(2024.12.31)",손덕환,2001.01.02(25년차)
티에이치이,티에이치이㈜,중소기업,부산 강서구,기계·기계설비,,,제갈옥,2004.02.28(22년차)
티에이치이,(주)티에이치이,중소기업,충남 아산시,기타 반도체소자 제조업,4억원(2024.12.31),21억 2천만원(2024.12.31),허승필,2017.12.22(9년차)
티에이치이,㈜일신티에이치이,중소기업,서울 관악구,건설·시공·토목·조경,-,-,이상운,1980(46년차)
티에이치이,㈜티에이치이엔지,중소기업,부산 사하구,기계·기계설비,5억 50만원,40억,박영철,2002(24년차)
티에이치이,디에이치이엔티㈜,중소기업,울산 중구,기타 엔지니어링 서비스업,"1억 1,975만원(2020.12.31)","9억 7,807만원(2020.12.31)",허덕회,2017.03.01(9년차)
티에이치이,㈜티에이치이엠피,중소기업,충남 천안시,전기용 기계.장비 및 관련 기자재 도매업,1억원(2023.12.31),32억 8천만원(2023.12.31),이동명,2019.06.07(7년차)
티에이치이,티에이치이티오앤,중소기업,서울 강남구,모조 귀금속 및 모조 장신용품 제조업,"5,000만원(2021.12.31)",77억 3천만원(2021.12.31),윤태건/우수정,2008.01.25(18년차)
티에이치이,티에이치이앤씨,중소기업,서울 송파구,일반전기 공사업,2억원,20억,권태국,2010(16년차)
티에이치이,더부페티에이치이푸드,중소기업,서울 마포구,출장 음식 서비스업,10억 6천만원(2023.12.31),24억 7천만원(2023.12.31),김영심,2016.01.21(10년차)
코르세모토트레이딩,㈜코르세모토트레이딩,중소기업,경기 고양시,자동차 신품 타이어 및 튜브 판매업,7억원(2022.12.31),105억 4백만원(2022.12.31),정진화,2008.03.25(18년차)
와임,㈜와임,중소기업,서울 송파구,정보보안,-,-,조래성,2015.04.14(11년차)
와임,와임스튜디오,중소기업,경기 성남시,웹에이전시,,,,
동탄메가몰,주식회사동탄메가몰,중소기업,경기 화성시,주거용 건물 개발 및 공급업,,,,
유인시스,㈜유인시스,중소기업,서울 성동구,솔루션·SI·CRM·ERP,,,,
유인시스,㈜유인시스템,중소기업,서울 마포구,시스템 소프트웨어 개발 및 공급업,,,,
지엠,한국지엠주식회사,중견기업,전북 군산시,승용차 및 기타 여객용 자동차 제조업,,,,
지엠,지엠테크니컬센터코리아(주),중견기업,인천 부평구,기타 공학 연구개발업,,,,
지엠,㈜지엠컴,중소기업,서울 강남구,"전시, 컨벤션 및 행사 대행업",,,,
지엠,㈜리앤이엠지엠,중견기업,서울 동대문구,시설관리·보안·경비,,,,
지엠,㈜지엠네트웍스,중소기업,부산 남구,시설관리·보안·경비,,,,
지엠,㈜에이씨엠리서치코리아,외국계(외국 투자기업),경기도 성남시,반도체·디스플레이·광학,,,,
지엠,㈜지엠솔루션,중소기업,서울 금천구,솔루션·SI·CRM·ERP,,,,
지엠,㈜지엠테스트,대기업,충남 천안시,반도체·디스플레이·광학,,,,
지엠,지엠테크㈜,중소기업,서울특별시 송파구,자동차·조선·철강·항공,,,,
지엠,㈜엠지엠월드,중소기업,경기 시흥시,상품 종합 도매업,,,,
우림코윈,주식회사우림코윈,중소기업,충남 공주시,그 외 기타 전자부품 제조업,2억원(2024.12.31),124억 7천만원(2024.12.31),우택욱,2009.07.01(17년차)
고진모터스,고진모터스㈜,중견기업,서울 강남구,자동차 신품 판매업,105억원,4238억1430만,"장인우,장홍선",2000.02.01(26년차)
태서전기,㈜태서전기,중소기업,경기 용인시,가정용 비전기식 조리 및 난방 기구 제조업,"4억 3,636만원(2020.12.31)",126억 3천만원(2020.12.31),정재식,1988.11.01(38년차)
유성건설,유성건설㈜,중소기업,광주 남구,기타 토목시설물 건설업,16억 5천만원(2023.12.31),53억 2천만원(2023.12.31),김범중/문병환,1996.12.15(30년차)
유성건설,㈜유성건설,중소기업,경북 경산시,토목시설물 건설업,35억 5천만원(2023.12.31),321억 7천만원(2023.12.31),김재형/남동강,1984.10.02(42년차)
유성건설,㈜유성건설,중소기업,경기 부천시,포장 공사업,6억원(2024.12.31),12억 2천만원(2024.12.31),김연미,2000.02.10(26년차)
유성건설,유성건설㈜,중소기업,경기 부천시,철골 및 관련 구조물 공사업,2억원,15억,윤준석,2016.09.29(10년차)
유성건설,유성건설㈜,중소기업,광주 서구,건설·시공·토목·조경,-,-,문제춘,2003.01.27(23년차)
유성건설,㈜유성종합건설,중소기업,부산 부산진구,건설·시공·토목·조경,17억원,102억8천만,제창섭,1989.11.01(37년차)
유성건설,유성건설㈜,중소기업,경기 평택시,기타 토목시설물 건설업,-,-,한경택,-
유성건설,유성종합건설㈜,중소기업,강원 삼척시,건설·시공·토목·조경,15억원,80억,최상길,1989.08.18(37년차)
유성건설,유성환경건설㈜,중소기업,경기도 가평군,환경설비 건설업,1억원(2016.12.31),"9억 7,269만원(2016.12.31)",신성식,1999.01.13(27년차)
유성건설,유성종합건설㈜,중소기업,경기 시흥시,토목시설물 건설업,-,-,윤경용,2015.09.17(11년차)
유한코일,유한코일㈜,중소기업,인천 서구,1차 금속제품 도매업,"4,600만원(2022.12.31)",165억 6천만원(2022.12.31),유규현/유재익,1995.01.01(31년차)
티오이십일콤즈,㈜티오이십일콤즈,중소기업,서울 구로구,전기·전자·제어,14억 6천만원,173억 3천만,류병철,2013.12.03(13년차)
미트앤미트,위트앤미트,중소기업,서울 강남구,음식료·외식·프랜차이즈,-,-,김광중,2021.10.15(5년차)
미트앤미트,㈜우리앤미트,중소기업,서울 성동구,육류 도매업,"5,000만원",-,박인수,2014.11.03(12년차)
미트앤미트,미트앤피플,중소기업,경기 부천시,백화점·유통·도소매,"6억 1,700만원",190억원,이복원,2013.04.02(13년차)
미트앤미트,㈜미트앤모아,중소기업,서울 성동구,육류 도매업,2억원(2023.12.31),122억 2천만원(2023.12.31),유종찬,2023.05.15(3년차)
미트앤미트,하이앤미트,중소기업,경기 화성시,식품가공,,,,
미트앤미트,(주)씨앤미트,중소기업,경기 의정부시,육류 도매업,,,,
미트앤미트,㈜미트앤솔트,중소기업,경기 하남시,기타 산업용 농산물 도매업,,,,
미트앤미트,㈜본푸드앤미트,중소기업,경기 남양주시,물류·운송·배송,,,,
미트앤미트,㈜아이원미트앤푸드,중소기업,인천 서구,육류 도매업,,,,
미트앤미트,태서앤썬미트,중소기업,경기 화성시,육류 도매업,,,,
서원농,㈜서원농산농업회사법인,중소기업,충북 청주시,기계·기계설비,,,,
제이준,제이준코스메틱(주),중소기업,서울 용산구,생활화학·화장품,,,,
제이준,제이준코리아㈜,중소기업,경기 고양시,백화점·유통·도소매,,,,
제이준,주식회사제이준,중소기업,경기 포천시,기타 직물제품 제조업,,,,
제이준,제이준성형외과,중소기업,서울 강남구,제약·보건·바이오,,,,
제이준,제이준편백,중소기업,전남 담양군,쇼핑몰·오픈마켓·소셜커머스,,,,
제이준,제이준영어학원,중소기업,서울 마포구,학원·어학원·교육원,,,,
제이준,㈜쌍방울,중소기업,서울 중구,속옷 및 잠옷 제조업,,,,
제이준,㈜비비안,중견기업,서울 용산구,섬유·의류·패션,,,,
제이준,㈜신우,중소기업,서울 강남구,화장품 제조업,22억 4천만원(2024.12.31),129억 9천만원(2024.12.31),손상훈/전경재,1972.06.30(54년차)
미쁨,주미쁨,중소기업,경기 하남시,커피 가공업,"8억 4,000만원(2023.12.31)","5억 1,009만원(2023.12.31)",이승택,2019.06.10(7년차)
미쁨,시더스미쁨#,중소기업,인천 미추홀구,뷰티·미용,-,-,최혜영,-
미쁨,미쁨부동산공인중개사사무소,중소기업,경기 부천시,부동산·중개·임대,-,-,박수진,2021.01.24(5년차)
미쁨,더미쁨헤어,중소기업,서울특별시 중랑구,뷰티·미용,-,-,장은혜,2021.07.06(5년차)
미쁨,미쁨,중소기업,부산 강서구,전자상거래 소매업,-,-,김혜미,2016.03.23(10년차)
미쁨,미쁨공인중개사사무소,중소기업,인천 부평구,부동산·중개·임대,-,-,박지훈,2024.02.22(2년차)
거산토건,㈜거산토건,중소기업,대구 달성군,"미장, 타일 및 방수 공사업",8억원(2024.12.31),349억 2천만원(2024.12.31),홍종수,2003.08.22(23년차)
사맛디,사맛디커피실록,중소기업,경기 수원시,커피 전문점,"3,752만원(2019.12.31)",1억 39만원(2019.12.31),이진형/김령선,2018.08.08(8년차)
에듀파트너,㈜미래엔에듀파트너,중견기업,서울 용산구,기타 교육지원 서비스업,40억 5백만원(2024.12.31),165억 8천만원(2024.12.31),최용섭/강윤구,2009.03.20(17년차)
에듀파트너,㈜에듀파트너인스티튜트,중소기업,서울 강남구,학원·어학원·교육원,-,-,김화술,2006.11.10(20년차)
에듀파트너,글로벌에듀파트너,중소기업,인천 부평구,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업","3,564만원(2017.12.31)","4억 3,952만원(2017.12.31)",고나연,2011.02.23(15년차)
티앤지,㈜씨너지아이앤티,중소기업,서울 강남구,쇼핑몰·오픈마켓·소셜커머스,,,이동준,2004.10.18(22년차)
티앤지,㈜에스비에스에이앤티,중견기업,서울 양천구,뉴스 제공업,22억 3천만원(2024.12.31),"1,285억 5천만원(2024.12.31)",김재준,1998.10.29(28년차)
티앤지,㈜ 광덕에이앤티,중소기업,인천 남동구,자동차·조선·철강·항공,"9억 5,000만원",730억,김용백,1977.07.12(49년차)
티앤지,㈜신우에이엔티,중소기업,경기 안성시,반도체 제조용 기계 제조업,6억원(2024.12.31),554억 6천만원(2024.12.31),이현주,2005.04.01(21년차)
티앤지,㈜이든티앤에스,중소기업,서울 영등포구,컴퓨터·하드웨어·장비,6억원,500억원,김연기,2009.04.30(17년차)
티앤지,삼보에이앤티㈜,중견기업,충북 괴산군,그 외 자동차용 신품 부품 제조업,185억 4천만원(2024.12.31),"1,756억 1천만원(2024.12.31)",박지훈,2001.01.01(25년차)
티앤지,티앤지손해사정㈜,중소기업,서울 종로구,증권·보험·카드,,,,
티앤지,㈜이앤티,중견기업,광주 서구,통신.방송장비 및 부품 도매업,,,,
티앤지,㈜티앤지,중소기업,전북 익산시,자동차·조선·철강·항공,,,,
티앤지,㈜명성에이앤티,중소기업,충북 청주시,배전반 및 전기 자동제어반 제조업,,,,
멜로잉팩토리,㈜멜로잉팩토리,중소기업,서울 강남구,응용 소프트웨어 개발 및 공급업,,,,
다나메디컬(지점),다나메디컬(지점),중소기업,전남 장성군,제약·보건·바이오,,,,
제이투에스테크놀리지,제이투에스테크놀리지,중소기업,서울 금천구,시스템 소프트웨어 개발 및 공급업,,,,
디에스텍,㈜디에스텍,중소기업,경남 거제시,기타 엔지니어링 서비스업,,,,
디에스텍,디에스텍,중소기업,경기 용인시,"기타 기술 시험, 검사 및 분석업",,,,
디에스텍,㈜디에스텍,중소기업,서울 금천구,건축·설비·환경,,,,
디에스텍,㈜디에스텍,중소기업,강원 강릉시,화학·에너지·환경,,,,
디에스텍,디에스텍㈜,중소기업,서울 구로구,배관 및 냉ㆍ난방 공사업,,,,
디에스텍,㈜디에스텍,중소기업,경기 안산시,유선 통신장비 제조업,,,,
디에스텍,디에스텍,중소기업,충남 예산군,바이오 연료 및 혼합물 제조업,,,,
디에스텍,㈜수지디에스텍,중소기업,경기 김포시,기계·기계설비,,,,
노아엘이디,㈜노아엘이디,중소기업,울산 울주군,일반용 전기 조명장치 제조업,"2억 7,000만원(2024.12.31)",47억 1천만원(2024.12.31),정양숙,2002.11.10(24년차)
비에이치에스티,㈜비에이치에스티,중소기업,충남 아산시,반도체·디스플레이·광학,-,-,서인홍,2018.02.07(8년차)
에이알케이,㈜에이알케이,중소기업,경기 화성시,산업용 로봇 제조업,"1억 5,000만원(2024.12.31)",61억 9천만원(2024.12.31),홍상헌,2000.09.10(26년차)
에이알케이,㈜에이알케이,중소기업,경기 화성시,기타 반도체소자 제조업,2억원(2023.12.31),33억 8백만원(2023.12.31),최정식,2015.01.20(11년차)
에이알케이,㈜에이알케이라인,중소기업,서울 서대문구,물류·운송·배송,3억원,57억,최성용,2008.04.22(18년차)
에이알케이,아크(ARK),중소기업,서울 영등포구,광고·홍보·전시,-,-,서경민,-
에이알케이,㈜에이알케이미디어,중소기업,서울 금천구,방송 프로그램 제작업,100만원(2022.12.31),"7억 8,565만원(2022.12.31)",정상훈,2018.12.21(8년차)
에이알케이,Design Studio ARK,중소기업,서울 강동구,"도배, 실내장식 및 내장 목공사업",1억원,20억,정철기,2011.10.18(15년차)
에이알케이,㈜네패스아크,중견기업,충북 괴산군,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",60억 9천만원(2024.12.31),"1,192억 6천만원(2024.12.31)",이창우/이병구,2019.04.01(7년차)
제이비,제이비㈜,중견기업,충남 아산시,연료용 가스 제조 및 배관공급업,81억원(2024.12.31),"9,165억 9천만원(2024.12.31)",김영석/우재화,1992.06.03(34년차)
제이비,㈜제이비피코리아,외국계(외국 투자기업),서울 강남구,무역·상사,,,임홍석,2005.02.23(21년차)
제이비,㈜제이비로만,중소기업,인천 서구,고용 알선업,-,-,김미량,-
제이비,㈜제이비,중소기업,경기 하남시,물류·운송·배송,5억원,480억,정만호,2007.03.26(19년차)
제이비,제이비,중소기업,서울 광진구,물류·운송·배송,-,-,모송민,-
제이비,㈜제이비스타,중소기업,경기 용인시,쇼핑몰·오픈마켓·소셜커머스,-,150억,방인섭,2006.04.01(20년차)
제이비,㈜제이비컴스컴퍼니,중소기업,서울 마포구,광고·홍보·전시,1억원,매출액 60억,권재범,2007.01.02(19년차)
제이비,㈜제이비컴즈,중소기업,서울 광진구,문화·공연·예술,,,,
제이비,"주식회사제이비케이랩(JBKLABCo.,Ltd.",중소기업,경기도 성남시,건강기능식품 제조업,,,,
제이비,㈜제이비티,벤처기업,경기 성남시,솔루션·SI·CRM·ERP,,,,
피앤씨알엠,피앤씨알엠㈜,중소기업,서울 금천구,솔루션·SI·CRM·ERP,,,,
신우건설,㈜신우건설,중소기업,대전 대덕구,유리 및 창호 공사업,,,,
신우건설,㈜신우건설,중소기업,경기 수원시,"미장, 타일 및 방수 공사업",,,,
신우건설,신우건설㈜,중소기업,강원 평창군,그 외 기타 건축 마무리 공사업,,,,
신우건설,신우건설,중소기업,경기 용인시,건물 건설업,,,,
신우건설,신우건설㈜,중소기업,대구 북구,아파트 건설업,,,,
신우건설,신우특수건설㈜,중소기업,서울 송파구,콘크리트 및 철근 공사업,,,,
신우건설,신우건설산업㈜,중소기업,서울 영등포구,건설·시공·토목·조경,,,,
신우건설,신우건설이엔지,중소기업,대전 유성구,배관 및 냉ㆍ난방 공사업,"2억 1,000만원(2020.12.31)","9억 4,075만원(2020.12.31)",신현옥,2016.05.10(10년차)
신우건설,㈜신우케이종합건설,중소기업,경기 포천시,사무.상업용 및 공공기관용 건물 건설업,-,-,임성환,2020.11.03(6년차)
미림엔지니어링,㈜미림엔지니어링,중소기업,서울 구로구,건설·시공·토목·조경,1억원,약 30억,하종환,2001(25년차)
나눔누리,나눔누리,대기업,경북 구미시,건축물 일반 청소업,8억원(2024.12.31),255억원9십만원(2024.12.31),박영달,2012.03.15(14년차)
나눔누리,사회적협동조합 일과나눔 도우누리,중소기업,경기 남양주시,사회복지·요양,-,-,이순이,-
유니지엘에스,㈜유니지엘에스,중소기업,경기 파주시,"화물운송 중개, 대리 및 관련 서비스업",3억원(2021.12.31),17억 3천만원(2021.12.31),김영래,2011.03.16(15년차)
업타운,업타운엔큐베이팅,중소기업,서울 동대문구,렌탈·임대·리스,3억 1만원,아직영업전,김성은,2017.02.15(9년차)
업타운,업타운필라테스,중소기업,서울 강북구,전자상거래 소매 중개업,-,-,정주훈,-
업타운,업타운필라테스,중소기업,서울 성북구,전자상거래 소매 중개업,-,-,조다은,-
업타운,업타운독,중소기업,대구 달서구,전자상거래 소매 중개업,,,,
업타운,더업타운,개인,경기 광명시,통신 판매업,,,,
업타운,업타운엔터테이먼트,중소기업,부산 중구,콜센터·아웃소싱·기타,,,,
비엔비,㈜한화비앤비,대기업,서울 성동구,음식료·외식·프랜차이즈,,,,
비엔비,비앤비(B&B)파트너스,중소기업,서울 송파구,콜센터·아웃소싱·기타,,,,
비엔비,㈜비앤비코리아,중소기업,인천 서구,생활화학·화장품,,,,
비엔비,㈜비엔비엔,중소기업,서울 강남구,광고·홍보·전시,,,,
비엔비,㈜비앤비인더스트리,중소기업,서울 서초구,연예·엔터테인먼트,,,,
비엔비,(주)비앤에프,중소기업,경기 이천시,건강기능식품 제조업,,,,
비엔비,㈜비엔비인터내셔널,중소기업,서울 동대문구,남녀용 겉옷 및 셔츠 도매업,,,,
비엔비,㈜비앤비,중소기업,경기 포천시,화학·에너지·환경,,,,
비엔비,㈜비앤비컴퍼니,벤처기업,대전 유성구,생활용품·소비재·기타,3억원,48억,박상리,2012.01.01(14년차)
비엔비,비앤비(B&B),중소기업,대구 수성구,부동산·중개·임대,-,-,하영환,-
쿠쿠전자,쿠쿠전자,중견기업,경남 양산시,주방용 전기기기 제조업,25억원(2024.12.31),"7,479억 7천만원(2024.12.31)",구본학,2017.12.01(9년차)
쿠쿠전자,쿠쿠홈시스㈜ 렌탈사업본부,중소기업,경기 하남시,가전제품 및 부품 도매업,-,-,김판섭,2009.11.25(17년차)
엠비씨플레이비,㈜엠비씨플레이비(키자니아),대기업 계열사·자회사,서울 송파구,유원지 및 테마파크 운영업,71억원,"257억5,137만",강재형,2008.09.17(18년차)
엠비씨플레이비,㈜엠비씨플레이비부산점,대기업 계열사·자회사,부산 해운대구,스포츠·여가·레저,-,-,민병우,-
에세스엔지니어링,에세스엔지니어링,중소기업,광주 서구,시설물 유지관리 공사업,5억원(2024.12.31),22억 2천만원(2024.12.31),김원중,2012.02.07(14년차)
예창건설,예창건설㈜,중소기업,인천 서구,단독 주택 건설업,5억원(2024.12.31),117억 4천만원(2024.12.31),정창표,1997.04.08(29년차)
예창건설,예창종합건설㈜,중소기업,경기 화성시,건설·시공·토목·조경,-,-,한재구,-
페이퍼코리아,페이퍼코리아㈜,중견기업,전북 군산시,목재·제지·가구,300억원,"4,500억",권육상,1944.10.09(82년차)
페이퍼코리아,㈜보이스페이퍼코리아,중소기업,경기 성남시,상품 종합 도매업,1억원(2024.12.31),34억 5백만원(2024.12.31),권성철,2016.01.01(10년차)
페이퍼코리아,천밍페이퍼코리아,중소기업,서울 마포구,"생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업",-,-,펑타오/이영석,-
아이티엔티,㈜티아이티이엔지,중소기업,서울 송파구,전기·전자·제어,3억원,214억,김주연,2000.09.29(26년차)
아이티엔티,㈜아이티엔티,벤처기업,경기 수원시,반도체·디스플레이·광학,"9억 8,000만원",57억,장경훈,2006.05.25(20년차)
아이티엔티,㈜에이치티아이티,중소기업,경기 부천시,반도체·디스플레이·광학,-,55억,조진호,2014.01.03(12년차)
아이티엔티,엑티브아이티(주),중소기업,경기 수원시,네트워크·통신서비스,"5,000만원","7조 2,468억원",류수석,2000.07.13(26년차)
아이티엔티,㈜건양아이티티,중소기업,부산 강서구,그 외 기타 특수목적용 기계 제조업,,,,
아이티엔티,㈜아이티티,벤처기업,경기 안양시,제약·보건·바이오,,,,
아이티엔티,㈜아이티앤티,중소기업,경기 안성시,그 외 기타 일반목적용 기계 제조업,,,,
아이티엔티,㈜티아이티이엔지,중소기업,경기 성남시,전기·전자·제어,,,,
아이티엔티,㈜아이티티,중소기업,부산 강서구,"전기회로 개폐, 보호장치 제조업",,,,
아이티엔티,㈜피아이티티,중소기업,서울 서초구,스포츠·여가·레저,,,,
한일카페트,한일카페트㈜,중소기업,서울 강남구,기타 생활용 섬유 및 직물제품 도매업,,,,
대륙건설산업,대륙건설산업,중소기업,대전 대덕구,기타 토목시설물 건설업,,,,
엠에이치수산,㈜엠에이치수산,중소기업,부산 사하구,무역·상사,,,,
디아이디어그룹,디아이디어그룹,중소기업,서울 강남구,경영 컨설팅업,,,,
동천수,동천수지,중소기업,경북 구미시,비금속류 원료 재생업,11억 8천만원(2023.12.31),20억 6천만원(2023.12.31),신범수,1997.01.10(29년차)
아이엔에프아이엑스,㈜아이엔에프아이엑스,중견기업,서울 마포구,쇼핑몰·오픈마켓·소셜커머스,"1억 5,000만원",1800억,"이오용,이재군,조창희",2004.06.21(22년차)
필엔지니어링,필엔지니어링,중소기업,경기 화성시,건설 및 채광용 기계장비 제조업,17억원(2024.12.31),70억 9천만원(2024.12.31),박승현,2000.06.01(26년차)
필엔지니어링,㈜스펙엔지니어링와이엔피,중소기업,서울 송파구,건축설계 및 관련 서비스업,"1억 5,109만원(2024.12.31)",17억 1천만원(2024.12.31),윤정현,2009.03.04(17년차)
필엔지니어링,혜윰피씨엔지니어링,중소기업,서울 금천구,건축·설비·환경,-,-,윤자흥,2021.04.01(5년차)
필엔지니어링,필엔지니어링,중소기업,경기 부천시,전기·전자·제어,"5,000만원",363천만원,김승필,2001.04.12(25년차)
필엔지니어링,피엣엔지니어링(FIET Engineering),중소기업,경기 평택시,건축·설비·환경,-,30억,박연진,2022.04.08(4년차)
필엔지니어링,㈜이수이앤씨,중소기업,서울 서초구,콘크리트 및 철근 공사업,15억 7백만원(2024.12.31),222억 3백만원(2024.12.31),곽상권,2016.03.30(10년차)
필엔지니어링,㈜코스펙빔테크,중소기업,서울 서초구,응용 소프트웨어 개발 및 공급업,1억원(2018.12.31),13억 7천만원(2018.12.31),이종민,2012.12.06(14년차)
원천오복,농업회사법인㈜원천오복,중소기업,경기 포천시,기타 신선식품 및 단순 가공식품 도매업,15억원,356억원,임성규,1994.10.08(32년차)
세무통,㈜세무통,중소기업,서울 마포구,응용 소프트웨어 개발 및 공급업,-,2억,김인수,2015.12.05(11년차)
다우피앤지,다우피앤지,중소기업,경기 용인시,운송장비용 주유소 운영업,2억원(2019.12.31),261억 7천만원(2019.12.31),양덕진,1992.11.01(34년차)
두빛플러스,㈜두빛플러스,중소기업,경기 화성시,그 외 기타 기계 및 장비 도매업,"2,000만원(2018.12.31)",12억 4천만원(2018.12.31),우정하,2011.05.30(15년차)
켐베이스,켐베이스,중소기업,충남 논산시,합성수지 및 기타 플라스틱 물질 제조업,"2억 5,000만원(2024.12.31)",114억 5천만원(2024.12.31),백종구,2008.09.01(18년차)
양진텔레콤,㈜양진텔레콤,중소기업,서울 송파구,광고 대행업,5억원(2024.12.31),111억 3백만원(2024.12.31),김평/김백철,1999.06.01(27년차)
케이텍,케이텍맨파워 중부지사,중소기업,대전 서구,콜센터·아웃소싱·기타,15억원,1500억,김대식,1986(40년차)
케이텍,㈜케이엔비윈텍,중소기업,서울 구로구,응용 소프트웨어 개발 및 공급업,1억원,5만원,구본석,2006.09.01(20년차)
케이텍,㈜케이텍,중소기업,경북 포항시,기타 주변기기 제조업,"3억 6,000만원(2024.12.31)",152억 9백만원(2024.12.31),고병대/전재용,2011.11.01(15년차)
